,FECHA,EMISOR,VALOR,VALOR NOMINAL,PRECIO,NUMERO ACCIONES,VALOR EFECTIVO,PROCEDENCIA
581,2024-02-14,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,15617,26236.56,G
582,2024-02-14,CORPORACION FAVORITA C.A.,ACCIONES,1,1.7,264,448.8,Q
583,2024-02-14,CORPORACION FAVORITA C.A.,ACCIONES,1,1.7,117,198.9,Q
584,2024-02-14,CORPORACION FAVORITA C.A.,ACCIONES,1,1.7,64,108.8,Q
585,2024-02-14,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,585,982.8,Q
586,2024-02-14,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,6055,10111.85,Q
587,2024-02-14,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,3500,5845,Q
588,2024-02-14,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,1800,3006,Q
589,2024-02-14,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,2138,3591.84,Q
590,2024-02-14,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,8033,13495.44,Q
591,2024-02-14,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,1000,1680,Q
592,2024-02-15,NATLUK SA,ACCIONES,1,7,6,42,G
593,2024-02-15,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,536,895.12,Q
594,2024-02-15,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,1,98,Q
595,2024-02-15,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,6387,10730.16,Q
597,2024-02-15,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,5989,10001.63,Q
599,2024-02-15,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,3411,5696.37,Q
601,2024-02-15,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,6151,10333.68,Q
603,2024-02-15,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,594,997.92,Q
605,2024-02-15,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,10000,16800,G
609,2024-02-15,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,2,196,Q
613,2024-02-15,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,3,294,Q
626,2024-02-16,CORPORACION FAVORITA C.A.,ACCIONES,1,1.7,205,348.5,Q
627,2024-02-16,HOLCIM ECUADOR S.A.,ACCIONES,3,40,254,10160,Q
628,2024-02-16,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,253,422.51,Q
629,2024-02-16,NATLUK SA,ACCIONES,1,7,7,49,Q
630,2024-02-16,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,125,208.75,Q
631,2024-02-16,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,611,1026.48,Q
632,2024-02-16,SAN CARLOS SOC. AGR. IND.,ACCIONES,1,0.75,66222,49666.5,G
633,2024-02-16,CERVECERIA NACIONAL CN S A,ACCIONES,1,39,17,663,Q
634,2024-02-19,NATLUK SA,ACCIONES,1,7,4,28,G
635,2024-02-19,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,1,1.08,3800,4104,Q
636,2024-02-19,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.99,2878,2849.22,Q
637,2024-02-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,1500,2520,Q
638,2024-02-19,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.9,316,284.4,Q
639,2024-02-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,1225,2045.75,Q
640,2024-02-19,BANCO PICHINCHA C.A.,ACCIONES,100,82.1,34,2791.4,G
641,2024-02-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,1310,2187.7,Q
642,2024-02-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,3475,5838,G
643,2024-02-19,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.13,425,480.25,G
644,2024-02-20,HOLCIM ECUADOR S.A.,ACCIONES,3,40,50,2000,Q
645,2024-02-20,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,2470,2717,G
646,2024-02-20,BANCO DEL AUSTRO,ACCIONES,1,0.5,2500,1250,Q
647,2024-02-20,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,103,173.04,G
648,2024-02-20,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.99,2500,2475,Q
649,2024-02-20,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,9690,10659,Q
650,2024-02-20,BRIKAPITAL SA,ACCIONES,1000,400,12,4800,Q
651,2024-02-20,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,1146,1260.6,Q
652,2024-02-20,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1,1.05,4000,4200,Q
653,2024-02-20,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.05,5105,5360.25,Q
654,2024-02-20,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1,1.05,8500,8925,Q
655,2024-02-20,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,5990,10003.3,Q
656,2024-02-20,INDUSTRIAS ALES,ACCIONES,1,0.56,5719,3202.64,Q
657,2024-02-20,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,5,8.4,Q
658,2024-02-20,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,2666,4452.22,Q
659,2024-02-20,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,1715,2864.05,Q
660,2024-02-20,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,97,162.96,Q
661,2024-02-20,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,177,295.59,Q
662,2024-02-20,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,245,409.15,Q
664,2024-02-20,CERVECERIA NACIONAL CN S A,ACCIONES,1,39,52,2028,Q
665,2024-02-21,RIO GRANDE FORESTAL RIVERFOREST SA,ACCIONES,1,2.26,2885,6520.1,G
666,2024-02-21,CERVECERIA NACIONAL CN S A,ACCIONES,1,40,50,2000,Q
667,2024-02-21,LA ENSENADA FORESTAL COVEFORESTS SA,ACCIONES,1,2.6,2000,5200,G
668,2024-02-21,CERVECERIA NACIONAL CN S A,ACCIONES,1,40,100,4000,Q
669,2024-02-21,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,2,196,Q
670,2024-02-21,LA CUMBRE FORESTAL PEAKFOREST SA,ACCIONES,1,13.73,493,6768.89,G
671,2024-02-21,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,3,294,Q
672,2024-02-21,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,243,405.81,Q
673,2024-02-21,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,4,392,Q
674,2024-02-21,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,199,332.33,Q
675,2024-02-21,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,5,490,Q
676,2024-02-21,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,2950,4926.5,Q
678,2024-02-21,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,7000,11620,Q
679,2024-02-21,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,1,98,Q
680,2024-02-21,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,400,668,G
682,2024-02-21,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,418,693.88,G
684,2024-02-21,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,419,695.54,G
701,2024-02-22,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,1232,2032.8,Q
702,2024-02-22,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,1,98,Q
703,2024-02-22,CORPORACION FAVORITA C.A.,ACCIONES,1,1.64,2706,4437.84,Q
705,2024-02-22,CERVECERIA NACIONAL CN S A,ACCIONES,1,39,300,11700,Q
711,2024-02-22,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,2,196,Q
712,2024-02-22,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,4,392,Q
713,2024-02-22,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,5,490,Q
715,2024-02-22,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,3,294,Q
717,2024-02-22,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,6,588,Q
718,2024-02-22,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,10,980,Q
719,2024-02-22,HOLCIM ECUADOR S.A.,ACCIONES,3,38,58,2204,Q
720,2024-02-22,HOLCIM ECUADOR S.A.,ACCIONES,3,38,35,1330,Q
721,2024-02-22,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.8,1000,2800,G
722,2024-02-22,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.75,5000,13750,Q
723,2024-02-22,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.99,2879,2850.21,Q
724,2024-02-22,NATLUK SA,ACCIONES,1,7,3,21,Q
725,2024-02-23,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,1,1.08,1000,1080,Q
726,2024-02-23,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.97,3000,2910,G
727,2024-02-23,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES PREFERIDAS,1,1.08,3988,4307.04,Q
728,2024-02-23,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.8,1500,4200,Q
729,2024-02-23,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES PREFERIDAS,2500,2850,2,5700,Q
730,2024-02-23,TECAFORTUNA SA,ACCIONES,1,3.78,1449,5477.22,G
731,2024-02-23,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,409,674.85,Q
732,2024-02-23,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,156,258.96,Q
733,2024-02-23,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,146,245.28,Q
734,2024-02-23,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,196,325.36,Q
735,2024-02-23,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,261,438.48,Q
736,2024-02-23,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,8,13.44,Q
737,2024-02-23,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,1500,2475,G
738,2024-02-23,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,132,219.12,G
739,2024-02-23,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,768,1267.2,G
740,2024-02-23,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,2238,3692.7,G
741,2024-02-23,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,9163,15118.95,G
742,2024-02-26,NATLUK SA,ACCIONES,1,7,4,28,Q
743,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,400,664,G
744,2024-02-26,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,1,1000,1000,Q
745,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,1220,2025.2,G
746,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,10584,17463.6,G
747,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,1614,2679.24,Q
748,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,31628,52502.48,Q
749,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,1160,1914,Q
750,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,1500,2490,Q
751,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,147,244.02,Q
752,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,290,481.4,Q
753,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,6109,10079.85,Q
754,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,508,843.28,Q
755,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,544,903.04,Q
756,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,218,361.88,Q
757,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.64,500,820,Q
759,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,69,113.85,Q
760,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,342,567.72,Q
761,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,6026,9942.9,Q
762,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,3981,6568.65,Q
763,2024-02-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,3673,6060.45,Q
764,2024-02-26,CERVECERIA NACIONAL CN S A,ACCIONES,1,39,15,585,G
765,2024-02-27,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1,1.02,12000,12240,G
766,2024-02-27,CERVECERIA NACIONAL CN S A,ACCIONES,1,40,237,9480,Q
767,2024-02-27,BANCO BOLIVARIANO C.A.,ACCIONES,1,0.95,1200,1140,G
768,2024-02-27,CORPORACION FAVORITA C.A.,ACCIONES,1,1.64,254,416.56,Q
769,2024-02-27,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.8,1000,2800,Q
770,2024-02-27,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,805,1328.25,Q
771,2024-02-27,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.8,1755,4914,Q
772,2024-02-27,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,930,1543.8,Q
773,2024-02-27,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.8,2245,6286,Q
774,2024-02-27,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,5000,8250,Q
775,2024-02-27,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.8,1579,4421.2,Q
776,2024-02-27,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,6917,11413.05,Q
777,2024-02-27,HOLCIM ECUADOR S.A.,ACCIONES,3,38,115,4370,Q
778,2024-02-27,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,2583,4261.95,Q
779,2024-02-28,HOLCIM ECUADOR S.A.,ACCIONES,3,49.5,192,9504,Q
780,2024-02-28,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,3000,4950,Q
781,2024-02-28,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,1,98,Q
782,2024-02-28,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,240,398.4,Q
784,2024-02-28,CORPORACION FAVORITA C.A.,ACCIONES,1,1.64,5402,8859.28,Q
786,2024-02-28,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,2096,3458.4,Q
788,2024-02-28,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,1191,1965.15,Q
791,2024-02-28,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,2,196,Q
797,2024-02-28,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,3,294,Q
800,2024-02-28,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,4,392,Q
802,2024-02-28,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1,1.04,13000,13520,G
803,2024-02-28,NATLUK SA,ACCIONES,1,7,6,42,Q
804,2024-02-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,2500,4125,Q
805,2024-02-29,BRIKAPITAL SA,ACCIONES,1000,400,3,1200,G
806,2024-02-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,5828,9616.2,Q
807,2024-02-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,2050,3403,Q
808,2024-02-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,1000,1660,Q
809,2024-02-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,342,567.72,Q
810,2024-02-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,1837,3031.05,Q
811,2024-02-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,579,955.35,Q
812,2024-02-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,61,101.26,Q
813,2024-02-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,7350,12127.5,Q
814,2024-02-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,4316,7121.4,Q
815,2024-02-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,38957,64279.05,Q
816,2024-02-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,9748,16181.68,Q
817,2024-02-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,1500,2475,G
818,2024-02-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,400,660,G
819,2024-02-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.64,1000,1640,G
820,2024-03-01,BRIKAPITAL SA,ACCIONES,1000,400,10,4000,G
821,2024-03-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,3000,4950,G
822,2024-03-01,CERRO VERDE FORESTAL S A BIGFOREST,ACCIONES,1,29,370,10730,G
823,2024-03-01,INVERSANCARLOS,ACCIONES,1,2.6,2757,7168.2,G
824,2024-03-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,3737,6166.05,Q
825,2024-03-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,10218,16961.88,Q
826,2024-03-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,392,650.72,Q
827,2024-03-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,1300,2145,Q
828,2024-03-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,500,830,Q
829,2024-03-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,570,957.6,Q
830,2024-03-01,SAN CARLOS SOC. AGR. IND.,ACCIONES,1,0.75,5342,4006.5,G
831,2024-03-04,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.99,309,305.91,Q
832,2024-03-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.64,1600,2624,Q
833,2024-03-04,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.99,731,723.69,Q
835,2024-03-04,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1,1.06,5000,5300,Q
836,2024-03-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.64,2900,4756,Q
837,2024-03-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,12,19.92,Q
838,2024-03-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,58,96.28,Q
839,2024-03-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,29,48.14,Q
840,2024-03-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,130,215.8,Q
841,2024-03-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,101,167.66,Q
842,2024-03-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,361,599.26,Q
843,2024-03-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.64,2200,3608,Q
844,2024-03-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.66,1013,1681.58,Q
845,2024-03-04,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.03,204,210.12,Q
846,2024-03-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,418,698.06,G
847,2024-03-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.67,419,699.73,G
848,2024-03-05,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,1,999,999,Q
849,2024-03-05,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,1400,2310,Q
853,2024-03-05,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,533,879.45,Q
855,2024-03-05,CERVECERIA NACIONAL CN S A,ACCIONES,1,39,194,7566,Q
856,2024-03-05,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,1,724,724,Q
857,2024-03-05,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.98,2500,2450,Q
858,2024-03-05,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.98,1673,1639.54,Q
859,2024-03-05,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.98,1000,980,Q
860,2024-03-05,BRIKAPITAL SA,ACCIONES,1000,400,26,10400,G
861,2024-03-05,NATLUK SA,ACCIONES,1,7,6,42,Q
862,2024-03-05,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.85,5000,14250,Q
863,2024-03-06,CERVECERIA NACIONAL CN S A,ACCIONES,1,40,75,3000,Q
864,2024-03-06,HOLCIM ECUADOR S.A.,ACCIONES,3,48,326,15648,Q
865,2024-03-06,CORPORACION FAVORITA C.A.,ACCIONES,1,1.64,3362,5513.68,Q
866,2024-03-06,HOLCIM ECUADOR S.A.,ACCIONES,3,50,27,1350,Q
867,2024-03-06,CORPORACION FAVORITA C.A.,ACCIONES,1,1.65,750,1237.5,Q
868,2024-03-06,NATLUK SA,ACCIONES,1,7,2,14,Q
870,2024-03-06,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,1,200,200,G
871,2024-03-06,CORPORACION FAVORITA C.A.,ACCIONES,1,1.64,2010,3296.4,G
872,2024-03-06,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,1,170,170,G
873,2024-03-06,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.05,1410,1480.5,Q
874,2024-03-06,BANCO BOLIVARIANO C.A.,ACCIONES,1,0.95,5500,5225,G
875,2024-03-06,BANCO DEL AUSTRO,ACCIONES,1,0.3,100000,30000,Q
876,2024-03-07,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.95,10412,9891.4,Q
877,2024-03-07,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,1,170,170,G
878,2024-03-07,CORPORACION FAVORITA C.A.,ACCIONES,1,1.64,2534,4155.76,Q
879,2024-03-07,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,2,196,Q
880,2024-03-07,CORPORACION FAVORITA C.A.,ACCIONES,1,1.64,6100,10004,Q
882,2024-03-07,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES PREFERIDAS,1,1.08,3331,3597.48,Q
883,2024-03-07,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,1,98,Q
884,2024-03-07,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,1,1.08,880,950.4,Q
888,2024-03-07,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,5,490,Q
889,2024-03-07,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,20,1960,Q
890,2024-03-07,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,1,98,G
891,2024-03-07,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,2,196,G
892,2024-03-07,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,3,294,G
903,2024-03-08,CONTINENTAL TIRE ANDINA S A,ACCIONES,1,0.5,2277,1138.5,Q
904,2024-03-08,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.85,7018,20001.3,Q
906,2024-03-08,NATLUK SA,ACCIONES,1,7,3,21,Q
907,2024-03-08,CORPORACION FAVORITA C.A.,ACCIONES,1,1.63,3523,5742.49,Q
908,2024-03-08,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,1,3288,3288,Q
909,2024-03-08,CORPORACION FAVORITA C.A.,ACCIONES,1,1.63,39499,64383.37,Q
910,2024-03-08,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,1,712,712,Q
911,2024-03-08,CORPORACION FAVORITA C.A.,ACCIONES,1,1.63,150,244.5,Q
912,2024-03-08,CORPORACION FAVORITA C.A.,ACCIONES,1,1.63,12000,19560,Q
913,2024-03-08,CORPORACION FAVORITA C.A.,ACCIONES,1,1.63,6000,9780,Q
914,2024-03-08,CORPORACION FAVORITA C.A.,ACCIONES,1,1.63,1317,2146.71,Q
915,2024-03-08,BANCO GUAYAQUIL S.A.,ACCIONES,1,1,2871,2871,G
916,2024-03-11,NATLUK SA,ACCIONES,1,7,7,49,Q
917,2024-03-11,BEVERAGE BRAND PATENTS SA,ACCIONES,1,23,147,3381,G
918,2024-03-11,INVERSANCARLOS,ACCIONES,1,2.6,1000,2600,Q
919,2024-03-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.6,3750,6000,G
920,2024-03-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.6,3236,5177.6,G
921,2024-03-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.6,8644,13830.4,G
922,2024-03-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.64,533,874.12,Q
923,2024-03-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.62,3500,5670,Q
924,2024-03-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.68,600,1008,Q
925,2024-03-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.6,1860,2976,Q
926,2024-03-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.6,7900,12640,Q
927,2024-03-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.62,1094,1772.28,Q
928,2024-03-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.6,9590,15344,Q
929,2024-03-12,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.99,2500,2475,Q
930,2024-03-12,CORPORACION FAVORITA C.A.,ACCIONES,1,1.62,67,108.54,Q
931,2024-03-12,NATLUK SA,ACCIONES,1,7,10,70,G
933,2024-03-12,CORPORACION FAVORITA C.A.,ACCIONES,1,1.61,4988,8030.68,Q
934,2024-03-12,CORPORACION FAVORITA C.A.,ACCIONES,1,1.62,195,315.9,Q
935,2024-03-12,CORPORACION FAVORITA C.A.,ACCIONES,1,1.62,1221,1978.02,Q
936,2024-03-12,CORPORACION FAVORITA C.A.,ACCIONES,1,1.62,7720,12506.4,Q
937,2024-03-12,CORPORACION FAVORITA C.A.,ACCIONES,1,1.61,1206,1941.66,Q
938,2024-03-12,CORPORACION FAVORITA C.A.,ACCIONES,1,1.61,1131,1820.91,Q
939,2024-03-12,CORPORACION FAVORITA C.A.,ACCIONES,1,1.6,1485,2376,Q
940,2024-03-12,CORPORACION FAVORITA C.A.,ACCIONES,1,1.6,300,480,Q
941,2024-03-12,CORPORACION FAVORITA C.A.,ACCIONES,1,1.6,12500,20000,Q
942,2024-03-12,CORPORACION FAVORITA C.A.,ACCIONES,1,1.6,2860,4576,Q
943,2024-03-12,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,1,1.08,488,527.04,Q
944,2024-03-13,NATLUK SA,ACCIONES,1,7,6,42,G
945,2024-03-13,CONTINENTAL TIRE ANDINA S A,ACCIONES,1,0.5,2277,1138.5,Q
946,2024-03-13,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,1,1000,1000,G
948,2024-03-13,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,1,450,450,G
950,2024-03-13,CORPORACION FAVORITA C.A.,ACCIONES,1,1.62,569,921.78,Q
951,2024-03-13,CORPORACION FAVORITA C.A.,ACCIONES,1,1.62,473,766.26,Q
952,2024-03-13,CORPORACION FAVORITA C.A.,ACCIONES,1,1.6,958,1532.8,Q
